Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,AGE,individual_id,sex,source_name,tissue,Dominance_rank
SRR15023786,RNA-Seq,100,4101307600,PRJNA743291,SAMN20012648,1343812400,GEO,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX11335682,GSM5414984,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:33:00Z,1,GSM5414984,SRP326660,6.13,7L0,female,primary visual cortex,primary visual cortex,low
SRR15023787,RNA-Seq,100,8251690200,PRJNA743291,SAMN20012647,2531756619,GEO,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX11335683,GSM5414985,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:54:00Z,1,GSM5414985,SRP326660,5.11,4N7,male,primary visual cortex,primary visual cortex,high
SRR15023788,RNA-Seq,100,2375954100,PRJNA743291,SAMN20012646,756378639,GEO,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX11335684,GSM5414986,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:26:00Z,1,GSM5414986,SRP326660,7.03,0K1,male,dentate gyrus,dentate gyrus,low
SRR15023789,RNA-Seq,100,1568065700,PRJNA743291,SAMN20012645,509767299,GEO,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX11335685,GSM5414987,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:35:00Z,1,GSM5414987,SRP326660,6.05,8L6,male,primary visual cortex,primary visual cortex,low
SRR15023804,RNA-Seq,100,2452835700,PRJNA743291,SAMN20012630,792701823,GEO,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX11335732,GSM5415002,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:27:00Z,1,GSM5415002,SRP326660,15.85,94O,male,dentate gyrus,dentate gyrus,high
SRR15023805,RNA-Seq,100,2702136100,PRJNA743291,SAMN20012629,856861376,GEO,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX11335733,GSM5415003,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:50:00Z,1,GSM5415003,SRP326660,6.97,9I5,female,primary visual cortex,primary visual cortex,mid
SRR15023806,RNA-Seq,100,1997999700,PRJNA743291,SAMN20012688,637086559,GEO,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX11335734,GSM5415004,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:31:00Z,1,GSM5415004,SRP326660,12.03,65Z,female,anterior cingulate cortex,anterior cingulate cortex,low
SRR15023807,RNA-Seq,100,2911243900,PRJNA743291,SAMN20012687,933631489,GEO,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX11335751,GSM5415005,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:30:00Z,1,GSM5415005,SRP326660,11.20,2C7,female,superior temporal sulcus,superior temporal sulcus,low
SRR15023808,RNA-Seq,100,2430648400,PRJNA743291,SAMN20012686,769829301,GEO,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX11335752,GSM5415006,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:44:00Z,1,GSM5415006,SRP326660,5.13,9N0,female,amygdala,amygdala,high
SRR15023810,RNA-Seq,100,4006756100,PRJNA743291,SAMN20012684,1289491667,GEO,public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX11335754,GSM5415008,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:41:00Z,1,GSM5415008,SRP326660,10.75,4C6,male,superior temporal sulcus,superior temporal sulcus,mid
SRR15023811,RNA-Seq,100,2067298700,PRJNA743291,SAMN20012683,651865981,GEO,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX11335755,GSM5415009,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:37:00Z,1,GSM5415009,SRP326660,11.98,3A6,male,caudate nucleus,caudate nucleus,low
SRR15023812,RNA-Seq,100,2224312700,PRJNA743291,SAMN20012682,714770945,GEO,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX11335756,GSM5415010,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:28:00Z,1,GSM5415010,SRP326660,12.03,65Z,female,cornu ammonis 3,cornu ammonis 3,low
SRR15023813,RNA-Seq,100,1633336200,PRJNA743291,SAMN20012681,526289621,GEO,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX11335757,GSM5415011,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:26:00Z,1,GSM5415011,SRP326660,16.02,36O,female,superior temporal sulcus,superior temporal sulcus,low
SRR15023814,RNA-Seq,100,2409708600,PRJNA743291,SAMN20012680,765589918,GEO,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX11335758,GSM5415012,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:30:00Z,1,GSM5415012,SRP326660,12.04,49Z,male,cornu ammonis 3,cornu ammonis 3,low
SRR15023815,RNA-Seq,100,2651152900,PRJNA743291,SAMN20012679,882344444,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX11335775,GSM5415013,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:34:00Z,1,GSM5415013,SRP326660,15.85,94O,male,superior temporal sulcus,superior temporal sulcus,high
SRR15023816,RNA-Seq,100,2394446800,PRJNA743291,SAMN20012678,763216765,GEO,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX11335776,GSM5415014,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:30:00Z,1,GSM5415014,SRP326660,12.04,49Z,male,caudate nucleus,caudate nucleus,low
SRR15023817,RNA-Seq,100,2291333900,PRJNA743291,SAMN20012677,741796103,GEO,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX11335777,GSM5415015,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:41:00Z,1,GSM5415015,SRP326660,11.20,2C7,female,primary visual cortex,primary visual cortex,low
SRR15023818,RNA-Seq,100,1361474600,PRJNA743291,SAMN20012676,437446651,GEO,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX11335778,GSM5415016,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:25:00Z,1,GSM5415016,SRP326660,12.03,65Z,female,caudate nucleus,caudate nucleus,low
SRR15023820,RNA-Seq,100,2036098100,PRJNA743291,SAMN20012674,646649268,GEO,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX11335780,GSM5415018,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:31:00Z,1,GSM5415018,SRP326660,16.02,36O,female,dentate gyrus,dentate gyrus,low
SRR15023823,RNA-Seq,202,7422615846,PRJNA743291,SAMN20012671,2196926720,GEO,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX11335799,GSM5415021,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T14:04:00Z,1,GSM5415021,SRP326660,6.94,9I7,female,cornu ammonis 3,cornu ammonis 3,low
SRR15023827,RNA-Seq,202,3138288766,PRJNA743291,SAMN20012669,952521719,GEO,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX11335803,GSM5415025,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:28:00Z,1,GSM5415025,SRP326660,10.23,2E9,female,superior temporal sulcus,superior temporal sulcus,low
SRR15023828,RNA-Seq,202,5262254934,PRJNA743291,SAMN20012668,1564178796,GEO,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX11335804,GSM5415026,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:30:00Z,1,GSM5415026,SRP326660,5.32,4N8,male,superior temporal sulcus,superior temporal sulcus,mid
SRR15023831,RNA-Seq,202,5262291092,PRJNA743291,SAMN20012665,1569016712,GEO,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX11335823,GSM5415029,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:30:00Z,1,GSM5415029,SRP326660,15.85,94O,male,primary visual cortex,primary visual cortex,high
SRR15023832,RNA-Seq,202,5166786098,PRJNA743291,SAMN20012664,1525413968,GEO,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX11335824,GSM5415030,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:30:00Z,1,GSM5415030,SRP326660,10.75,4C6,male,caudate nucleus,caudate nucleus,mid
SRR15023836,RNA-Seq,202,4044068280,PRJNA743291,SAMN20012485,1212932260,GEO,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX11335828,GSM5415034,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:28:00Z,1,GSM5415034,SRP326660,12.04,49Z,male,lateral geniculate nucleus,lateral geniculate nucleus,low
SRR15023837,RNA-Seq,202,6701037910,PRJNA743291,SAMN20012484,2037429650,GEO,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX11335829,GSM5415035,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:38:00Z,1,GSM5415035,SRP326660,10.75,4C6,male,anterior cingulate cortex,anterior cingulate cortex,mid
SRR15023839,RNA-Seq,202,5163760946,PRJNA743291,SAMN20012482,1620893734,GEO,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX11335854,GSM5415037,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:33:00Z,1,GSM5415037,SRP326660,6.16,8K7,female,ventromedial prefrontal cortex,ventromedial prefrontal cortex,high
SRR15023840,RNA-Seq,202,6068012734,PRJNA743291,SAMN20012481,1898515482,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX11335855,GSM5415038,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:34:00Z,1,GSM5415038,SRP326660,12.03,65Z,female,putamen,putamen,low
SRR15023841,RNA-Seq,202,4888617554,PRJNA743291,SAMN20012480,1434037263,GEO,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX11335856,GSM5415039,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:33:00Z,1,GSM5415039,SRP326660,12.04,49Z,male,ventrolateral prefrontal cortex,ventrolateral prefrontal cortex,low
SRR15023842,RNA-Seq,202,5256388046,PRJNA743291,SAMN20012479,1566323417,GEO,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX11335857,GSM5415040,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:33:00Z,1,GSM5415040,SRP326660,16.02,36O,female,ventromedial prefrontal cortex,ventromedial prefrontal cortex,low
SRR15023843,RNA-Seq,202,4702231346,PRJNA743291,SAMN20012478,1385140682,GEO,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX11335858,GSM5415041,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:31:00Z,1,GSM5415041,SRP326660,7.14,4J0,male,superior temporal sulcus,superior temporal sulcus,mid
SRR15023844,RNA-Seq,202,5411923804,PRJNA743291,SAMN20012477,1590179350,GEO,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX11335859,GSM5415042,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:35:00Z,1,GSM5415042,SRP326660,16.02,36O,female,putamen,putamen,low
SRR15023845,RNA-Seq,202,5748263904,PRJNA743291,SAMN20012476,1754591643,GEO,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX11335860,GSM5415043,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:53:00Z,1,GSM5415043,SRP326660,10.75,4C6,male,ventrolateral prefrontal cortex,ventrolateral prefrontal cortex,mid
SRR15023846,RNA-Seq,202,6305371622,PRJNA743291,SAMN20012475,1887427373,GEO,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX11335861,GSM5415044,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T14:00:00Z,1,GSM5415044,SRP326660,11.02,1B7,male,ventrolateral prefrontal cortex,ventrolateral prefrontal cortex,high
SRR15023847,RNA-Seq,202,5661967282,PRJNA743291,SAMN20012474,1722056237,GEO,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX11335878,GSM5415045,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:41:00Z,1,GSM5415045,SRP326660,6.16,8K7,female,primary visual cortex,primary visual cortex,high
SRR15023848,RNA-Seq,202,4825641024,PRJNA743291,SAMN20012473,1438596315,GEO,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX11335879,GSM5415046,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:33:00Z,1,GSM5415046,SRP326660,5.32,4N8,male,putamen,putamen,mid
SRR15023849,RNA-Seq,202,8395642372,PRJNA743291,SAMN20012472,2530181684,GEO,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX11335880,GSM5415047,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:37:00Z,1,GSM5415047,SRP326660,14.10,80S,female,ventromedial hypothalamus,ventromedial hypothalamus,low
SRR15023850,RNA-Seq,202,7583326642,PRJNA743291,SAMN20012471,2296327195,GEO,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX11335881,GSM5415048,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:42:00Z,1,GSM5415048,SRP326660,7.27,4J3,female,dorsomedial prefrontal cortex,dorsomedial prefrontal cortex,mid
SRR15023851,RNA-Seq,202,8974828084,PRJNA743291,SAMN20012465,2718285810,GEO,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX11335882,GSM5415049,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:45:00Z,1,GSM5415049,SRP326660,12.04,49Z,male,dorsolateral prefrontal cortex,dorsolateral prefrontal cortex,low
SRR15023852,RNA-Seq,202,5517428202,PRJNA743291,SAMN20012464,1659438481,GEO,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX11335883,GSM5415050,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:34:00Z,1,GSM5415050,SRP326660,8.04,6H6,female,primary motor cortex,primary motor cortex,mid
SRR15023853,RNA-Seq,202,5271219896,PRJNA743291,SAMN20012463,1568733628,GEO,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX11335884,GSM5415051,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:32:00Z,1,GSM5415051,SRP326660,8.19,5H7,male,caudate nucleus,caudate nucleus,low
SRR15023854,RNA-Seq,202,6878600152,PRJNA743291,SAMN20012462,2044894408,GEO,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX11335885,GSM5415052,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:34:00Z,1,GSM5415052,SRP326660,7.05,6I4,male,ventromedial hypothalamus,ventromedial hypothalamus,mid
SRR15023855,RNA-Seq,202,5113772612,PRJNA743291,SAMN20012461,1509722730,GEO,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX11335894,GSM5415053,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:34:00Z,1,GSM5415053,SRP326660,7.27,4J3,female,lateral geniculate nucleus,lateral geniculate nucleus,mid
SRR15023856,RNA-Seq,202,5512698372,PRJNA743291,SAMN20012470,1643595755,GEO,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX11335895,GSM5415054,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:35:00Z,1,GSM5415054,SRP326660,6.97,9I5,female,dorsomedial prefrontal cortex,dorsomedial prefrontal cortex,mid
SRR15023857,RNA-Seq,202,8594505110,PRJNA743291,SAMN20012469,2608408772,GEO,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX11335896,GSM5415055,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:42:00Z,1,GSM5415055,SRP326660,12.96,48V,female,dentate gyrus,dentate gyrus,mid
SRR15023858,RNA-Seq,202,7820473834,PRJNA743291,SAMN20012468,2352734963,GEO,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX11335897,GSM5415056,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:48:00Z,1,GSM5415056,SRP326660,14.91,20S,female,lateral geniculate nucleus,lateral geniculate nucleus,mid
SRR15023860,RNA-Seq,202,6012732808,PRJNA743291,SAMN20012466,1834681210,GEO,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX11335899,GSM5415058,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:33:00Z,1,GSM5415058,SRP326660,6.13,7L0,female,ventrolateral prefrontal cortex,ventrolateral prefrontal cortex,low
SRR15023861,RNA-Seq,202,7736345278,PRJNA743291,SAMN20012460,2333344765,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX11335900,GSM5415059,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T14:06:00Z,1,GSM5415059,SRP326660,14.10,80S,female,superior temporal sulcus,superior temporal sulcus,low
SRR15023862,RNA-Seq,202,5351754468,PRJNA743291,SAMN20012459,1565587131,GEO,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX11335901,GSM5415060,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:35:00Z,1,GSM5415060,SRP326660,7.03,0K1,male,ventromedial hypothalamus,ventromedial hypothalamus,low
SRR15023863,RNA-Seq,202,4710035212,PRJNA743291,SAMN20012458,1383969752,GEO,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX11335918,GSM5415061,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:32:00Z,1,GSM5415061,SRP326660,5.13,9N0,female,dentate gyrus,dentate gyrus,high
SRR15023864,RNA-Seq,202,5403034794,PRJNA743291,SAMN20012457,1592758687,GEO,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX11335919,GSM5415062,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:35:00Z,1,GSM5415062,SRP326660,5.11,4N7,male,dorsomedial prefrontal cortex,dorsomedial prefrontal cortex,high
SRR15023865,RNA-Seq,202,5609671502,PRJNA743291,SAMN20012456,1660891315,GEO,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX11335920,GSM5415063,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:49:00Z,1,GSM5415063,SRP326660,5.11,4N7,male,lateral geniculate nucleus,lateral geniculate nucleus,high
SRR15023871,RNA-Seq,202,4663288776,PRJNA743291,SAMN20012504,1419547040,GEO,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX11335934,GSM5415069,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:32:00Z,1,GSM5415069,SRP326660,13.95,94S,female,primary motor cortex,primary motor cortex,low
SRR15023872,RNA-Seq,202,6514374154,PRJNA743291,SAMN20012503,1935994016,GEO,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX11335935,GSM5415070,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:39:00Z,1,GSM5415070,SRP326660,11.20,2C7,female,dentate gyrus,dentate gyrus,low
SRR15023873,RNA-Seq,202,4765546226,PRJNA743291,SAMN20012502,1440806470,GEO,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX11335936,GSM5415071,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:37:00Z,1,GSM5415071,SRP326660,6.94,9I7,female,ventromedial prefrontal cortex,ventromedial prefrontal cortex,low
SRR15023874,RNA-Seq,202,3927229460,PRJNA743291,SAMN20012501,1152000579,GEO,public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX11335937,GSM5415072,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:48:00Z,1,GSM5415072,SRP326660,14.10,80S,female,cornu ammonis 3,cornu ammonis 3,low
